,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
30,SSS0033,0 2 4 7 9,True,AAABABAABBABABBBBA,0.48591265790377497,18,13,0.048126220703125,796.2674999726005,605.8650000486523,1048.4550000401214,0.0,0.7717691764750668,1.7777777777777777,2.9444444444444446,0.0,0.0,-442.5899999914691,0.5778645721804633,13.0,5.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,18.0,18.0,18.0,18.0,0.7222222222222222,0.2777777777777778,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.7222222222222222,0.2777777777777778,0.4444444444444444,0.4444444444444444,33,17,Yes,over-the-ear,8-12,Spanish,,,,SONA for course credit,,No,Female,"Block 3, I started noticing that one option was kind of pitchy and the other had a note which had nothing to do with the original notes",8.0,4-5,"Yes, I do alright",piano and ukelele,Strongly Agree,Neither Agree nor Disagree,the tone,2020-09-19 11:18:18,39986
31,SSS0034,0 2 4 7 9,True,ABBBBBBABBBBABB,0.17521916101261575,15,7,0.696380615234375,1235.35999993328,630.9050000272691,1668.7974999658763,0.0,0.7712005175954544,1.6666666666666667,2.2666666666666666,0.0,0.0,-1037.8924999386072,0.3780596507606045,7.0,8.0,0.0,3.0,12.0,0.0,3.0,12.0,0.0,15.0,15.0,15.0,15.0,0.4666666666666667,0.5333333333333333,0.0,0.2,0.8,0.0,0.2,0.8,0.0,0.4666666666666667,0.5333333333333333,-0.06666666666666665,-0.06666666666666665,34,18,No,in - ear,12-15,Other (please specify below):,If a particular notes is drastically different ,,Unknown,SONA for course credit,Hindi,Yes,Female,,2.0,2-3,"Yes, but not so well",Piano,Strongly Agree,Neither Agree nor Disagree,,2020-09-19 12:34:32,39838
32,SSS0035,0 2 4 7 9,True,BBABBABBAAAA,-0.6055300708194983,12,9,0.072998046875,1042.7000000490807,884.409999998752,4198.170000046957,1451.6849999781698,0.7897755462112368,1.1333333333333333,3.2,0.0,0.0,-3313.7600000482053,0.2106655995323819,9.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,3.0,15.0,15.0,15.0,12.0,0.6,0.2,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.75,0.25,0.39999999999999997,0.5,35,19,No,"in-ear headphones, airpods ",7-14,English,the sharpness or flatness of a note helped me find a difference,,Unknown,SONA for course credit,,Yes,Female,,4.0,6-8,"Yes, I do alright",piano and trumpet,Strongly Agree,Disagree,"rhythm, correct note, if a note sounded more flat or sharp than the test melody",2020-09-23 17:57:26,39459
33,SSS0036,0 2 4 7 9,True,ABBBAABBBAABBABBB,-0.4220534530833179,17,10,0.3145294189453125,1529.2999999946915,1355.069999990752,1926.1349999872036,0.0,0.7793473616426483,2.176470588235294,2.7058823529411766,0.0,0.0,-571.0649999964517,0.7035176662070698,10.0,7.0,0.0,6.0,11.0,0.0,6.0,11.0,0.0,17.0,17.0,17.0,17.0,0.5882352941176471,0.4117647058823529,0.0,0.35294117647058826,0.6470588235294118,0.0,0.35294117647058826,0.6470588235294118,0.0,0.5882352941176471,0.4117647058823529,0.17647058823529416,0.17647058823529416,36,18,No,in-ear headphones,10-12,English,I listened for major changes in tones,,Unknown,SONA for course credit,,No,Female,,4.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,notice the first and last notes,2020-10-07 12:26:33,39680
34,SSS0037,0 2 4 7 9,False,ABBBAAABAAB,-0.2916059217599019,11,2,0.994140625,4350.749999983236,3274.677499954123,4876.379999972414,4435.829999973066,0.7804645829453624,1.75,2.375,0.0,0.0,-1601.7025000182912,0.6715386208565879,2.0,9.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,16.0,16.0,16.0,11.0,0.125,0.5625,0.3125,0.375,0.3125,0.3125,0.375,0.3125,0.3125,0.18181818181818182,0.8181818181818182,-0.4375,-0.6363636363636365,37,20,No,in ear,18,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,5.0,1,No,,Strongly Disagree,Neither Agree nor Disagree,,2020-09-16 18:17:52,38038
35,SSS0038,0 2 4 7 9,True,BBBBABAAAAAAABA,-1.2320394258924525,15,10,0.15087890624999997,2194.9499999172986,1778.2824999885634,2225.3399998880923,6568.720000097528,0.8453121271443156,1.6875,2.875,0.0,0.0,-447.0574998995289,0.7991059793460727,10.0,5.0,1.0,9.0,6.0,1.0,9.0,6.0,1.0,16.0,16.0,16.0,15.0,0.625,0.3125,0.0625,0.5625,0.375,0.0625,0.5625,0.375,0.0625,0.6666666666666666,0.3333333333333333,0.3125,0.3333333333333333,38,18,No,earphones,5-present,English,the key,,Unknown,SONA for course credit,,Yes,Female,,8.0,9+,"Yes, I do alright","piano, viola, organ, voice",Strongly Agree,Disagree,my ear,2020-09-16 18:32:42,39979
36,SSS0039,0 2 4 7 9,False,BAAAABBBAABBBBAABA,-0.9718253158075499,18,12,0.1189422607421875,1565.2224999940954,1027.047499999404,2004.0775000234134,0.0,0.7705008331051357,1.3888888888888888,2.888888888888889,0.0,0.0,-977.0300000240095,0.512478933567891,12.0,6.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,18.0,18.0,18.0,18.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,39,21,No,In ear apple earphones,,English,,,,SONA for course credit,,No,Female,,0.0,0,No,,Strongly Disagree,Disagree,,2020-09-23 19:08:36,39759
37,SSS0040,0 2 4 7 9,True,BABBABAAAABABBB,0.28718326344709516,15,10,0.15087890624999997,534.5650000381283,493.32249999861233,536.9749999954365,1025.9050000167917,0.7812299922543698,1.7647058823529411,2.5294117647058822,0.0,0.0,-43.65249999682419,0.9187066437037196,10.0,5.0,2.0,7.0,8.0,2.0,7.0,8.0,2.0,17.0,17.0,17.0,15.0,0.5882352941176471,0.29411764705882354,0.11764705882352941,0.4117647058823529,0.47058823529411764,0.11764705882352941,0.4117647058823529,0.47058823529411764,0.11764705882352941,0.6666666666666666,0.3333333333333333,0.29411764705882354,0.3333333333333333,40,18,No,"in-ear, AirPods",12-13,English,,,,SONA for course credit,,No,Female,,3.0,2-3,"Yes, but not so well",Guitar,Strongly Agree,Agree,"Judging difference between the highest high notes and the lowest low notes, keeping track of how many very high or very low notes there were.",2020-09-16 19:11:01,39889
38,SSS0041,0 2 4 7 9,True,ABABBBBAABBAA,-0.269136782409754,13,10,0.046142578125,1566.7374999895692,1829.0075000254437,1467.0849999524653,1265.6800000118092,0.8331069708623745,1.25,2.4375,0.0,0.0,361.92250007297844,1.2466949768314073,10.0,3.0,3.0,6.0,7.0,3.0,6.0,7.0,3.0,16.0,16.0,16.0,13.0,0.625,0.1875,0.1875,0.375,0.4375,0.1875,0.375,0.4375,0.1875,0.7692307692307693,0.23076923076923078,0.4375,0.5384615384615385,41,20,No,yes. airpods,,Other (please specify below):,,,,SONA for course credit,Korean,No,Female,,4.0,0,"Yes, I do alright","piano, violin, guitar",Agree,Strongly Agree,number of high tones,2020-09-16 20:17:03,37831
39,SSS0042,0 2 4 7 9,True,ABAABBABBBABBA,0.6502032202644622,14,6,0.78802490234375,675.3899999894202,827.5675000040792,580.0275000219699,1495.8450000267476,0.7968080070399175,1.3333333333333333,3.533333333333333,0.0,0.0,247.5399999821093,1.4267728684807757,6.0,8.0,1.0,6.0,8.0,1.0,6.0,8.0,1.0,15.0,15.0,15.0,14.0,0.4,0.5333333333333333,0.06666666666666667,0.4,0.5333333333333333,0.06666666666666667,0.4,0.5333333333333333,0.06666666666666667,0.42857142857142855,0.5714285714285714,-0.1333333333333333,-0.14285714285714285,42,19,No,apple air pods ,13-14,Spanish,,,,SONA for course credit,,No,Female,,1.0,1,"Yes, but not so well",handbells,Strongly Agree,Neither Agree nor Disagree,closing my eyes and focusing solely on the melody ,2020-09-16 19:49:02,39118
40,SSS0043,0 2 4 7 9,True,BABAABBAABBA,0.6055300708194983,12,9,0.072998046875,781.7374999867752,852.6849999912083,710.7899999823421,0.0,0.8189713917389075,2.25,2.5,0.0,0.0,141.8950000088662,1.1996299891844162,9.0,3.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,12.0,12.0,12.0,12.0,0.75,0.25,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.75,0.25,0.5,0.5,43,19,No,standard issue apple earbuds (plug-in not airpods),9,English,I would sing the test melody to myself while the two options were playing to hear if there were any notes that were higher or lower than the ones from the original,,Unknown,SONA for course credit,Mandarin Chinese,Yes,Female,,6.0,0,No,Piano,Strongly Agree,Agree,listen to notes that stand out from the rest (either higher or lower),2020-09-25 20:56:01,40191
41,SSS0044,0 2 4 7 9,True,AAAAABAAABAABBAAA,-0.0841034267062357,17,9,0.5,2508.6699999808334,2141.4800000204705,2902.2225000078324,0.0,0.796875906271526,1.8235294117647058,2.1176470588235294,0.0,0.0,-760.742499987362,0.737875886502393,9.0,8.0,0.0,13.0,4.0,0.0,13.0,4.0,0.0,17.0,17.0,17.0,17.0,0.5294117647058824,0.47058823529411764,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7647058823529411,0.23529411764705882,0.0,0.5294117647058824,0.47058823529411764,0.05882352941176472,0.05882352941176472,44,18,No,earphones in-ear.,10-13,English,high tones versus low tones,,Unknown,SONA for course credit,,Yes,Female,,7.0,2-3,"Yes, I do alright",piano,Strongly Agree,Agree,"look at the first and last note, and notice any unexpected high tones in the middle.",2020-10-01 11:38:54,39680
42,SSS0045,0 2 4 7 9,True,BBAAABBAAA,-1.2643908456352868,10,6,0.376953125,2002.0450000008568,1650.2649999968708,1880.6275000022724,6165.840000001714,0.8127742963779558,1.3333333333333333,1.9333333333333333,0.0,0.0,-230.36250000540167,0.877507640399216,6.0,4.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,15.0,15.0,15.0,10.0,0.4,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.3333333333333333,0.4,0.26666666666666666,0.3333333333333333,0.6,0.4,0.13333333333333336,0.19999999999999996,45,19,No,in-ear,8-11,English,,,,SONA for course credit,,No,Female,,0.0,0,No,,Strongly Agree,Strongly Agree,,2020-09-25 22:58:03,39921
43,SSS0046,0 2 4 7 9,True,BAABAAABB,-0.32128773156099966,9,9,0.001953125,1994.429999991553,1207.315000006929,0.0,4658.07500001369,0.792589566771857,1.75,2.25,0.0,0.0,0.0,0.0,9.0,0.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,12.0,12.0,12.0,9.0,0.75,0.0,0.25,0.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.25,1.0,0.0,0.75,1.0,46,19,No,apple airpods,3-14,English,particular notes stood out,,Unknown,SONA for course credit,,Yes,Female,,10.0,9+,"Yes, I do alright","piano, violin",Strongly Agree,Disagree,none,2020-09-16 20:25:20,39714
44,SSS0047,0 2 4 7 9,True,BBAABBAAAB,-0.6708203932499369,10,7,0.171875,1647.230000000447,425.13499999884516,727.1049999995157,3525.0124999997206,0.7889277989874212,1.5555555555555556,2.611111111111111,0.0,0.0,-301.97000000067055,0.5846954703916605,7.0,3.0,8.0,5.0,5.0,8.0,5.0,5.0,8.0,18.0,18.0,18.0,10.0,0.3888888888888889,0.16666666666666666,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.4444444444444444,0.7,0.3,0.22222222222222224,0.39999999999999997,47,18,No,air pods ,7-17,English,,,,SONA for course credit,,No,Female,,8.0,9+,"Yes, but not so well","piano, guitar",Strongly Agree,Strongly Agree,listening and counting,2020-09-23 19:32:37,40050
45,SSS0048,0 2 4 7 9,True,AABBBBBB,-2.160246899469287,8,6,0.14453125,1512.3725000014529,958.5324999922886,9906.500000012107,1824.0649999929592,0.7682898474022651,1.9,3.0,0.0,0.0,-8947.967500019819,0.09675793670732522,6.0,2.0,2.0,2.0,6.0,2.0,2.0,6.0,2.0,10.0,10.0,10.0,8.0,0.6,0.2,0.2,0.2,0.6,0.2,0.2,0.6,0.2,0.75,0.25,0.39999999999999997,0.5,48,20,Yes,No,5-19,Other (please specify below):,The melodies and the alternatives rarely differ in the beginning or the end (maybe too noticeable?),,Unknown,SONA for course credit,Chinese,Yes,Female,2,9.0,6-8,"Yes, I am near professional","Piano, Zhongruan",Strongly Agree,Disagree,focusing on the beginning and ending notes,2020-10-07 15:05:58,39635
46,SSS0049,0 2 4 7 9,True,ABBBAABBABABAABABAB,1.6697900340354104,19,8,0.8203582763671875,1264.3249998800457,1043.8874999526888,2034.8799999337643,0.0,0.7953362358990997,1.3157894736842106,2.9473684210526314,0.0,0.0,-990.9924999810755,0.5129970809023959,8.0,11.0,0.0,9.0,10.0,0.0,9.0,10.0,0.0,19.0,19.0,19.0,19.0,0.42105263157894735,0.5789473684210527,0.0,0.47368421052631576,0.5263157894736842,0.0,0.47368421052631576,0.5263157894736842,0.0,0.42105263157894735,0.5789473684210527,-0.1578947368421053,-0.1578947368421053,49,19,No,"yes, I used airpods (2nd gen)",8,Spanish,some sounds were deeper than in the original test noise,,,SONA for course credit,,Yes,Female,,0.0,1,No,practiced piano when I was 8 (with a tutor),Strongly Agree,Strongly Agree,tried to listen to the last couple of sounds ,2020-10-17 22:14:47,39208
47,SSS0050,0 2 4 7 9,True,ABBBABAABABBBA,0.6502032202644622,14,14,6.103515625e-05,1306.9350000005215,1186.980000000447,0.0,3886.050000000745,0.8172341044280238,1.2666666666666666,2.3333333333333335,0.0,0.0,0.0,0.0,14.0,0.0,1.0,6.0,8.0,1.0,6.0,8.0,1.0,15.0,15.0,15.0,14.0,0.9333333333333333,0.0,0.06666666666666667,0.4,0.5333333333333333,0.06666666666666667,0.4,0.5333333333333333,0.06666666666666667,1.0,0.0,0.9333333333333333,1.0,50,20,Yes,in-ear headphones,12-20 years of age,English,The keys were changing between each melody and there was a slight keynote change in the options,,Unknown,SONA for course credit,Yoruba,Yes,Female,,10.0,6-8,"Yes, I am near professional",Piano,Strongly Agree,Strongly Disagree,,2020-09-16 23:57:26,39901
48,SSS0051,0 2 4 7 9,True,BBBAABABABABABAA,1.552647508520297,16,16,1.52587890625e-05,704.434999993071,686.259999988135,0.0,13585.76000001654,0.8282523352363925,1.6470588235294117,2.8823529411764706,0.0,0.0,0.0,0.0,16.0,0.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,17.0,17.0,17.0,16.0,0.9411764705882353,0.0,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.058823529411764705,1.0,0.0,0.9411764705882353,1.0,51,20,Yes,in-ear apple airpods,5-13,Other (please specify below):,,,,SONA for course credit,"I learned to speak french, english and arabic at the same time so I'm not sure which is the first",No,Female,"I actually used this strategy in the last few blocks, whereas in the first few I only tried to repeat the melody in my head",4.0,4-5,"Yes, but not so well",Piano ,Agree,Neither Agree nor Disagree,to focus on something distant and try to keep the melody playing in my head,2020-09-17 23:18:58,39870
49,SSS0052,0 2 4 7 9,True,BBAAABBAAAABABABA,0.39626596261131797,17,8,0.6854705810546875,731.1575000002049,604.1299999998882,835.859999999404,76.07999999914318,0.8044911367517319,1.5,3.0,0.0,0.0,-231.7299999995157,0.7227645778004917,8.0,9.0,1.0,10.0,7.0,1.0,10.0,7.0,1.0,18.0,18.0,18.0,17.0,0.4444444444444444,0.5,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.47058823529411764,0.5294117647058824,-0.05555555555555558,-0.05882352941176472,52,22,No,Headphones ,,Spanish,,,,SONA for course credit,,No,Male,,3.0,0,No,,Agree,Neither Agree nor Disagree,None ,2020-09-23 20:34:24,34995
50,SSS0053,0 2 4 7 9,True,BBABBBBABBBBABABA,1.1873115588859051,17,6,0.9282684326171875,3563.1250000004657,3853.2099999974016,3185.929999999702,0.0,0.8040060484712565,1.4705882352941178,1.8823529411764706,0.0,0.0,667.2799999976996,1.2094459074737243,6.0,11.0,0.0,5.0,12.0,0.0,5.0,12.0,0.0,17.0,17.0,17.0,17.0,0.35294117647058826,0.6470588235294118,0.0,0.29411764705882354,0.7058823529411765,0.0,0.29411764705882354,0.7058823529411765,0.0,0.35294117647058826,0.6470588235294118,-0.29411764705882354,-0.29411764705882354,53,18,No,in-ear Apple Airpods Pro ,17-18,Other (please specify below):,,,,SONA for course credit,Italian,No,Male,,5.0,1,"Yes, but not so well",Guitar,Strongly Agree,Strongly Disagree,didn't use any specific strategy ,2020-09-16 21:43:15,39605
51,SSS0054,0 2 4 7 9,True,BAAAAAAAABAAA,-0.4689790496105423,13,5,0.8665771484375,2811.654999997467,3666.5299999872223,2356.8024999988265,2829.729999997653,0.7996179174949264,1.263157894736842,2.263157894736842,0.0,0.0,1309.7274999883957,1.555722212611811,5.0,8.0,6.0,11.0,2.0,6.0,11.0,2.0,6.0,19.0,19.0,19.0,13.0,0.2631578947368421,0.42105263157894735,0.3157894736842105,0.5789473684210527,0.10526315789473684,0.3157894736842105,0.5789473684210527,0.10526315789473684,0.3157894736842105,0.38461538461538464,0.6153846153846154,-0.15789473684210525,-0.23076923076923078,54,20,No,in-ear,9-12,English,,,,SONA for course credit,,No,Female,,4.0,0,No,piano,Agree,Strongly Agree,,2020-09-25 23:53:14,39625
52,SSS0055,0 2 4 7 9,True,BBBABBAABABAA,0.31399291281137953,13,8,0.29052734375,1539.8650000006892,554.565000000177,2616.6599999996834,1447.1075000001583,0.8216175675151323,1.3333333333333333,2.933333333333333,0.0,0.0,-2062.0949999995064,0.21193620875476527,8.0,5.0,2.0,6.0,7.0,2.0,6.0,7.0,2.0,15.0,15.0,15.0,13.0,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.4,0.4666666666666667,0.13333333333333333,0.4,0.4666666666666667,0.13333333333333333,0.6153846153846154,0.38461538461538464,0.2,0.23076923076923078,55,18,No,over the ear,,English,if there were higher or lower tuned notes,,Unknown,SONA for course credit,,Yes,Male,,3.0,2-3,"Yes, I do alright","clarinet, guitar",Agree,Neither Agree nor Disagree,if there were similar tunes and in the same order,2020-09-16 22:15:10,39579
53,SSS0056,0 2 4 7 9,True,AABBABBABBA,0.3499271061118829,11,4,0.88671875,1103.1899999999441,1121.7299999997485,629.3699999996461,1777.467500000028,0.7998438871950804,1.6923076923076923,2.6153846153846154,0.0,0.0,492.36000000010245,1.7823061156400517,4.0,7.0,2.0,5.0,6.0,2.0,5.0,6.0,2.0,13.0,13.0,13.0,11.0,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.36363636363636365,0.6363636363636364,-0.23076923076923073,-0.2727272727272727,56,20,No,airpods,14-16,English,,,,SONA for course credit,,No,Female,,3.0,2-3,"Yes, but not so well",guitar,Strongly Agree,Agree,high and low tones,2020-09-19 13:05:06,39657
54,SSS0057,0 2 4 7 9,True,ABBBBBABBBBBBA,-0.6154574548966638,14,8,0.395263671875,4545.33999999892,3579.907500000205,5119.179999999935,6094.875000000931,0.7888032057590104,1.8235294117647058,2.2941176470588234,0.0,0.0,-1539.27249999973,0.6993126828906682,8.0,6.0,3.0,3.0,11.0,3.0,3.0,11.0,3.0,17.0,17.0,17.0,14.0,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.17647058823529413,0.6470588235294118,0.17647058823529413,0.17647058823529413,0.6470588235294118,0.17647058823529413,0.5714285714285714,0.42857142857142855,0.11764705882352938,0.14285714285714285,57,19,No,"In-ear, Jabra earbuds",,English,I focused on different parts/tunes in the music and figured if they matched.,,Unknown,SONA for course credit,,Yes,Male,,3.0,0,"Yes, but not so well",Keyboard,Strongly Agree,Agree,I tried to follow major tunes across the melodies and figure if they matched.,2020-09-19 13:25:53,39695
55,SSS0058,0 2 4 7 9,True,BABBABBBAAABAABBA,0.2662069528248341,17,17,7.62939453125e-06,727.927500003716,616.9050000025891,0.0,916.3499999996275,0.8458619588080568,1.7777777777777777,3.2777777777777777,0.0,0.0,0.0,0.0,17.0,0.0,1.0,8.0,9.0,1.0,8.0,9.0,1.0,18.0,18.0,18.0,17.0,0.9444444444444444,0.0,0.05555555555555555,0.4444444444444444,0.5,0.05555555555555555,0.4444444444444444,0.5,0.05555555555555555,1.0,0.0,0.9444444444444444,1.0,58,19,No,I used Samsung Wired AKG earphones for the Samsung S10.,"I love to listen to music, but I never had formal training for any instrument.",Other (please specify below):,"Some of the melodies are either out of tune, or too high on a pitch or too low than the original.",,Unknown,SONA for course credit,Tagalog,Yes,Female,,2.0,0,"Yes, but not so well",Piano and the Lyre,Strongly Agree,Disagree,The strategy I used this time around was to close my eyes to focus even more on what I'm hearing.,2020-09-16 22:52:54,39620
56,SSS0059,0 2 4 7 9,True,AAAABBABBBBBBBBA,-1.9414506867883021,16,16,1.52587890625e-05,791.5874999999069,791.5874999999069,0.0,0.0,0.8127338057844796,1.4375,2.1875,0.0,0.0,0.0,0.0,16.0,0.0,0.0,6.0,10.0,0.0,6.0,10.0,0.0,16.0,16.0,16.0,16.0,1.0,0.0,0.0,0.375,0.625,0.0,0.375,0.625,0.0,1.0,0.0,1.0,1.0,59,19,No,in ear head phones ,14-18,English,"If i heard a change in tone, such as a flat or sharp note then I would recognize the difference",,,SONA for course credit,Telugu,Yes,Female,,10.0,4-5,"Yes, but not so well",Piano,Strongly Agree,Strongly Disagree,"The differences in individual notes, and also tapping my feet with each note helped me to remember each tone.",2020-09-25 23:50:10,39853
57,SSS0060,0 2 4 7 9,True,BBBABBBAA,-0.8164965809277261,9,7,0.08984375,1270.8199999998324,1179.8000000016764,990.4374999988358,2349.115000000689,0.806817207954294,1.4166666666666667,2.4166666666666665,0.0,0.0,189.36250000284053,1.1911907616614508,7.0,2.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,12.0,12.0,12.0,9.0,0.5833333333333334,0.16666666666666666,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.7777777777777778,0.2222222222222222,0.41666666666666674,0.5555555555555556,60,18,Yes,speakers,11-17,English,the highest and lowest notes as well as particularly significant chromatic notes stuck out to me. Melodies which seemed to be in one key were easier to judge also,,Unknown,SONA for course credit,,Yes,Male,"My strategy developed gradually, but if I had to pinpoint, I would say around the 4th block. This is when I began to focus more on key/chromatic notes",7.0,6-8,"Yes, I do alright","clarinet, tenor saxophone",Strongly Agree,Agree,"I would nod along to the test melodies. If I noticed something in the first choice and wasn't sure if it was a difference, I would attempt to confirm it in the second. Other than that, my strategy mostly entailed ""feeling it out""",2020-10-12 19:39:26,40068
