StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-07-18 18:20:59,2020-07-18 18:25:59,IP Address,71.59.8.227,100,300,True,2020-07-18 18:25:59,R_2QnuCh2xp5MaMu8,,,,,34.0240020751953125,-84.23960113525390625,anonymous,EN,20,Female,,,,,Passive,8,2-3,7-11,"Yes, I do alright","piano, some guitar","the major they belong to, but in some cases also how many differences there are between the melodies",,"yes, keys",,,in-ear,Strongly Disagree,Strongly Disagree,Agree,OVS1015,117598,,Unknown,,Unknown
2020-07-19 23:11:15,2020-07-19 23:13:18,IP Address,68.160.249.113,100,123,True,2020-07-19 23:13:18,R_6kZnETwSD8zSqIx,,,,,40.781005859375,-73.950103759765625,anonymous,EN,20,Other,,,,,Passive,7,6-8,8-18,"Yes, I do alright",drums,change in half / whole step,,sometimes the accents were heavier,,,I wore over the ear bose headphones,Agree,Neither Agree nor Disagree,Agree,OVS1016,121201,,Unknown,,Unknown
2020-07-23 00:59:37,2020-07-23 01:01:28,IP Address,98.196.241.50,100,111,True,2020-07-23 01:01:29,R_2XmtDkth8YJDyty,,,,,29.5839996337890625,-95.0395965576171875,anonymous,EN,19,Female,,,,,Passive,8,1,5 - 6,"Yes, I am near professional","Guitar, Piano, Drums, Violin, and Harmonica",None,,No,,,Over the Ear,Strongly Agree,Neither Agree nor Disagree,Agree,OVS1017,121282,,Unknown,,Unknown
2020-07-23 14:49:07,2020-07-23 14:50:53,IP Address,73.141.22.227,100,105,True,2020-07-23 14:50:54,R_1IHoIjhX4hS3GJ9,,,,,39.7678985595703125,-75.7848968505859375,anonymous,EN,17,Female,,,,,Detractor,6,2-3,10-14,"Yes, but not so well","Piano, flute",Listen intently and use my fingers to remember the notes,,"Yes, some of the notes were different",,,in-ear,Agree,Agree,Agree,OVS1018,121213,,Unknown,,Unknown
2020-07-25 18:24:27,2020-07-25 18:28:54,IP Address,108.56.205.107,100,266,True,2020-07-25 18:28:55,R_27Uzewme4vlYhZ0,,,,,38.956695556640625,-77.2277984619140625,anonymous,EN,18,Female,,,,,Detractor,5,4-5,8-14,"Yes, I do alright",Piano,Trying to memorize the pattern and listen for any differences in tones,,Yes,,,"in-ear, Airpods",Agree,Agree,Agree,OVS1020,121240,,Unknown,,Unknown
2020-07-25 19:55:24,2020-07-25 19:57:48,IP Address,24.44.233.195,100,143,True,2020-07-25 19:57:48,R_Wwct0jEfCwttFg5,,,,,40.97149658203125,-73.7220001220703125,anonymous,EN,17,Male,,,,,Passive,7,6-8,11-17,"Yes, I do alright",Cello,Listen for out of tune tones,,Tone,,,In-Ear apple headphones,Strongly Agree,Strongly Agree,Agree,OVS1019,121231,,Unknown,,Unknown
2020-07-25 20:20:00,2020-07-25 20:37:57,IP Address,174.44.120.207,100,1076,True,2020-07-25 20:37:57,R_2YLDihi18Tnpgxs,,,,,40.79730224609375,-73.64730072021484375,anonymous,EN,19,Female,,,,,Detractor,5,2-3,13-15,"Yes, but not so well",Guzheng (Chinese traditional instrument),Just try to remember the test melody,,"The change often happens in the middle part of the melody. In my opinion, there are differences among test melody, melody 1, and melody 2, but melody 1 and 2 are almost equally different from the test melody. And listening to these melodies and trying to find which is more different are painful. ",,,Powerbeats3 Wireless Earphones,Strongly Agree,Agree,Agree,OVS1021,121210,,Unknown,,Unknown
2020-07-26 14:10:33,2020-07-26 14:16:25,IP Address,68.129.175.240,100,351,True,2020-07-26 14:16:25,R_XpqFUPSGgrlhhAd,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,20,Female,,,,,Detractor,4,6-8,6-13,"Yes, I do alright",Piano,"whether if the notes are going up or down, and if there are any extremely different notes.",,I split the twelve notes into 4's and focused on the middle 4 for melody changes.,,,"in-ear, airpods 1st gen.",Strongly Agree,Neither Agree nor Disagree,Agree,OVS1024,121204,,Unknown,,Unknown
2020-07-26 19:05:21,2020-07-26 19:08:54,IP Address,68.129.175.240,100,212,True,2020-07-26 19:08:54,R_1Ny6y1gHsRrVI8p,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,20,Female,,,,,Detractor,4,6-8,6-13,"Yes, I do alright",Piano,"I focus on whether notes are going up or down, and if there are any extremely high or low notes.",,"I divided the twelve notes into 4's, and focused more on the middle 4.",,,"in-ear, airpods",Strongly Agree,Neither Agree nor Disagree,Agree,OVS1024,121204,,Unknown,,Unknown
2020-07-27 17:48:44,2020-07-27 17:50:28,IP Address,98.116.201.156,100,104,True,2020-07-27 17:50:29,R_2B543oUXDBhAKQ4,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,23,Male,,,,,Passive,8,9+,3-14,"Yes, I do alright",piano,not sure,,yes,,,gaming headphones,Strongly Agree,Disagree,Agree,OVS1029,119533,,Unknown,,Unknown
2020-08-01 06:15:24,2020-08-01 06:21:02,IP Address,216.165.99.16,100,337,True,2020-08-01 06:21:02,R_3nNteITaO0QVT93,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,22,Female,,,,,Detractor,3,4-5,7 year old to 12 year old,"Yes, I do alright",Piano,change on note,,"some note may change from semitone to whole tone and vice versa; ",,,in ear,Agree,Agree,Agree,OVS1030,121234,,Unknown,,Unknown
2020-07-26 19:19:09,2020-07-26 19:21:22,IP Address,24.188.125.51,87,133,False,2020-08-02 19:21:50,R_3gZQiL3oWb484HW,,,,,,,anonymous,EN,19,Female,,,,,Promoter,9,6-8,9-19,"Yes, I do alright",cello,"rhythm ",,speed,,,in-ear,Strongly Agree,Agree,,OVS1013,121291,,Unknown,,Unknown
2020-08-05 14:24:10,2020-08-05 14:27:24,IP Address,174.54.194.40,100,193,True,2020-08-05 14:27:24,R_2zuwIxfE0difLen,,,,,40.07940673828125,-76.3141021728515625,anonymous,EN,23,Female,,,,,Passive,7,4-5,18-22,"Yes, but not so well",Piano,"General wrong notes as well as arrangement. ",,"either some notes were wrong or the progression was shifted up or down. ",,,"In-ear headphones ",Agree,Strongly Agree,Agree,OVS1032,121324,,Unknown,,Unknown
2020-08-05 21:55:47,2020-08-05 21:57:30,IP Address,108.54.253.103,100,103,True,2020-08-05 21:57:30,R_3harrFytdj6ZTBW,,,,,40.7588043212890625,-73.56610107421875,anonymous,EN,49,Female,,,,,Detractor,5,0,48,No,none,similarity,,yes,,,headphones,Agree,Neither Agree nor Disagree,Agree,OVS1033,121336,,Unknown,,Unknown
2020-08-05 22:57:41,2020-08-05 22:59:24,IP Address,108.54.253.103,100,103,True,2020-08-05 22:59:24,R_1hSEH9YEQD0Riiz,,,,,40.7588043212890625,-73.56610107421875,anonymous,EN,49,Female,,,,,Detractor,5,0," n/a",No,n/a,similarity,,n/a,,,healohones,Agree,Agree,Agree,OVS1033,121336,,Unknown,,Unknown
2020-08-06 15:50:54,2020-08-06 15:51:51,IP Address,68.175.73.106,100,56,True,2020-08-06 15:51:51,R_1BViiyA58mul59C,,,,,40.7364959716796875,-74.00550079345703125,anonymous,EN,19,Male,,,,,Detractor,6,2-3,12-15,No,,,,,,,,Agree,Agree,Agree,OVS1036,120814,,,,
2020-08-06 15:52:02,2020-08-06 15:52:28,IP Address,68.175.73.106,100,25,True,2020-08-06 15:52:28,R_TmW3vsH2RKF7YDT,,,,,40.7364959716796875,-74.00550079345703125,anonymous,EN,19,Male,,,,,Detractor,6,4-5,,,,,,,,,,Agree,Agree,Agree,OVS1036,120814,,,,
2020-08-07 15:07:31,2020-08-07 15:10:03,IP Address,100.14.191.245,100,151,True,2020-08-07 15:10:04,R_3svwNA4rCi0mOsQ,,,,,39.9828033447265625,-75.8238983154296875,anonymous,EN,34,Female,,,,,Detractor,4,0,,No,,n/a,,"I only noticed particular notes changing, normally in the middle of the melody",,,"in ear headphones, regular wired apple headphones",Strongly Agree,Agree,Agree,OVS1037,121261,,Unknown,,Unknown
2020-08-07 22:07:23,2020-08-07 22:11:12,IP Address,67.86.227.185,100,229,True,2020-08-07 22:11:12,R_4TwkVLsUUYDq7pD,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,63,Female,,,,,Detractor,5,2-3,12,"Yes, but not so well",piano,note,,yes,,,headphones,Agree,Neither Agree nor Disagree,Agree,OVS1039,121342,,Unknown,,Unknown
2020-08-10 19:41:34,2020-08-10 19:44:55,IP Address,83.110.234.241,100,200,True,2020-08-10 19:44:55,R_vTf6mVgX1kTBqTL,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,19,Female,,,,,Passive,8,4-5,15-17,"Yes, I am near professional",cello,,,yes,,,OVER-THE-EAR,Agree,Disagree,Agree,OVS1040,121246,,Unknown,,
2020-09-10 13:17:36,2020-09-10 13:19:49,IP Address,100.11.83.124,100,133,True,2020-09-10 13:19:49,R_pfO8isPW460bglP,,,,,40.236297607421875,-75.29599761962890625,anonymous,EN,23,Male,,,,,Passive,7,6-8,10,"Yes, I do alright","clarinet, drums","seems to be a pattern where the first tone changes the back half of the tune. the tune, and the second ",,"i tried to count the number of notes, and see which, if any, had more changes to the original",,,"bluetooth earphones, sound quality is great",Agree,Agree,Agree,NOVS0800,99403,,Unknown,,Unknown
2020-09-10 13:59:31,2020-09-10 14:00:32,IP Address,98.15.36.99,100,60,True,2020-09-10 14:00:32,R_3EyBamjJhh3BELK,,,,,40.7512969970703125,-73.88300323486328125,anonymous,EN,18,Male,,,,,Detractor,3,0,,No,,The beeps,,No,,,"Yes, headphones in ear",Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,NOVS1202,122494,,Unknown,,Unknown
2020-09-10 14:34:26,2020-09-10 14:36:30,IP Address,100.38.32.182,100,124,True,2020-09-10 14:36:30,R_1dnvC7szbFEsMeK,,,,,40.5948028564453125,-73.97149658203125,anonymous,EN,21,Male,,,,,Detractor,6,1,14,No,N/A,Tones (Up/Down),,Pitch,,,apple wired earbuds,Strongly Agree,Disagree,Agree,NOVS0804,121513,,Unknown,,Unknown
2020-09-10 15:09:22,2020-09-10 15:16:15,IP Address,176.37.177.149,100,413,True,2020-09-10 15:16:15,R_2UY5xRnfEjWeW5U,,,,,50.4333038330078125,30.516693115234375,anonymous,EN,19,Female,,,,,Detractor,2,0,N/A,No,N/A,"I tried to convert the test melody into a sentence of made up words and then say it when the two option melodies were playing. ",,Whether the melody sounds happy or sad,,,"In-ear, Apple AirPods Pro",Strongly Agree,Agree,Agree,NOVS1600,122329,,Unknown,,Unknown
2020-09-10 15:32:46,2020-09-10 15:37:55,IP Address,108.35.30.125,100,308,True,2020-09-10 15:37:55,R_27qkt9MrZDUyODB,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,19,Female,,,,,Detractor,5,4-5,10-18 yrs,"Yes, I do alright","Piano, cello, percussion",I visualized steps as I listened to the notes. I also looked for any notes that stood out or sounded out of tune.,,"I noticed when there was a note out of tune, when the octave shifted lower or higher, or if there was what appeared to be an extra note played",,,Over-the-ear beats solo wireless headphones,Agree,Disagree,Agree,NOVS1204,122314,,Unknown,,Unknown
2020-09-10 15:48:04,2020-09-10 15:49:57,IP Address,73.99.91.61,100,112,True,2020-09-10 15:49:57,R_2w69yHT2reHEAYm,,,,,38.093597412109375,-78.5623016357421875,anonymous,EN,19,Male,,,,,Detractor,2,6-8,6-12,No,i played piano,i listened for if one of the options felt off,,sometimes one of the keys in the options would sound off key,,,over the ear headphones,Strongly Agree,Agree,Agree,NOVS1205,122872,,Unknown,,Unknown
2020-09-10 16:04:13,2020-09-10 16:05:40,IP Address,59.6.221.113,100,87,True,2020-09-10 16:05:40,R_2uEWaEGn4KojpNw,,,,,37.519805908203125,126.911285400390625,anonymous,EN,19,Female,,,,,Detractor,5,4-5,15-18,"Yes, I do alright",flute,none,,no,,,no,Strongly Agree,Agree,Agree,NOVS1605,120757,,Unknown,,Unknown
2020-09-10 16:33:16,2020-09-10 16:34:46,IP Address,71.251.3.241,100,90,True,2020-09-10 16:34:46,R_3rYSszyxF63niQt,,,,,40.711395263671875,-74.0005035400390625,anonymous,EN,17,Female,,,,,Detractor,2,2-3,6-9,No,,"pitch ",,Based it on high pitch low pitch,,,"Headphones, in ear. Apple headphones ",Strongly Agree,Disagree,Agree,NOVS0807,123346,,Unknown,,Unknown
2020-09-10 16:34:26,2020-09-10 16:37:39,IP Address,108.30.54.242,100,193,True,2020-09-10 16:37:39,R_bdXV5avGbhBrK2B,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,17,Female,,,,,Passive,7,2-3,7-15,"Yes, but not so well",Violin,,,Yes,,,Over-the-ear headphones,Strongly Agree,Disagree,Agree,NOVS1606,122905,,Unknown,,
2020-09-10 18:39:15,2020-09-10 18:45:21,IP Address,68.173.228.33,100,366,True,2020-09-10 18:45:21,R_2Ww23lHWFpkr56a,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,,,,,Passive,7,6-8,9-16,"Yes, I do alright",flute,i looked for specific notes that sounded out of the ordinary more flat or sharp,,yes,,,"beats studio 3 headphones, over the ear",Strongly Agree,Agree,Agree,NOVS1607,121603,,Unknown,,Unknown
2020-09-10 18:38:45,2020-09-10 18:46:41,IP Address,107.77.223.101,100,476,True,2020-09-10 18:46:41,R_3fZhjiCLgD45fLD,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,21,Female,,,,,Detractor,4,2-3,6-7 and 13-16,"Yes, but not so well",Violin,I had no strategy really. Just tried to listened,,Changes in key or length,,,"in-ear, Ludos earphones from Amazon",Strongly Agree,Agree,Agree,NOVS0808,122530,,Unknown,,Unknown
2020-09-10 20:18:35,2020-09-10 20:21:02,IP Address,216.165.95.156,100,146,True,2020-09-10 20:21:02,R_2PBwvSKDYMTWsbG,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,,,,,Detractor,0,0,,No,,I looked for pitch and note changes across the melodies.,,"I noticed some melodies had a lower note than other melodies. ",,,Yes: Headphones (Airpods),Strongly Agree,Agree,Agree,NOVS1209,122779,,Unknown,,Unknown
2020-09-10 20:46:54,2020-09-10 20:50:30,IP Address,216.165.95.145,100,216,True,2020-09-10 20:50:30,R_27BautYBWpZ0elA,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,,,,,Passive,7,4-5,9-14,"Yes, but not so well",Bass guitar,Tried my best to remember the notes and listened for out-of-key notes,,"Some of them had one note that was wrong but still in key, while others had a note that was flat",,,"Over-the-ear, Beats",Agree,Neither Agree nor Disagree,Agree,NOVS0809,122338,,Unknown,,Unknown
2020-09-10 21:26:08,2020-09-10 21:28:49,IP Address,216.165.95.180,100,160,True,2020-09-10 21:28:49,R_31Lb5wgzB49fhZz,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,,,,,Passive,8,9+,5-17,"Yes, but not so well","guitar, trumpet,  saxophone",i compared the beginning and end notes and number of notes,,I noticed some would add notes or change the pitch of individual notes sometimes.,,,In-ear airpods,Strongly Agree,Strongly Agree,Agree,NOVS1609,121924,,Unknown,,Unknown
2020-09-10 21:38:12,2020-09-10 21:39:14,IP Address,24.46.121.11,100,61,True,2020-09-10 21:39:14,R_2xy0MWD4QbYx9Ri,,,,,40.6186065673828125,-73.9272003173828125,anonymous,EN,19,Female,,,,,Detractor,3,1,,No,,the beats,,,,,,Agree,Strongly Disagree,Agree,NOVS0810,122395,,,,Unknown
2020-09-10 22:46:23,2020-09-10 22:52:31,IP Address,216.165.95.152,100,367,True,2020-09-10 22:52:32,R_2P11whIhS9VyywM,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Male,,,,,Promoter,9,9+,4-16,"Yes, I do alright","piano, flute, guitar","notes in assumed diatonic scale, intervals, Maj/min/dim/aug broken chords, ",,dissonant accidentals were easier to distinguish specifically,,,Apple earbuds,Strongly Agree,Agree,Agree,NOVS1610,113461,,Unknown,,Unknown
2020-09-10 22:59:05,2020-09-10 23:05:20,IP Address,180.171.154.186,100,375,True,2020-09-10 23:05:20,R_10NsEgOfqE9YZIN,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,19,Male,,,,,Detractor,2,1,When I was in kindergarten.,"Yes, but not so well","the piano, drum",Take special heed of the fourth sound; write down the original melody to tackle memory losses,,Fourth and fifth sound sometimes change.,,,Headphones (in-ear),Strongly Agree,Agree,Agree,NOVS0811,122056,,Unknown,,Unknown
2020-09-10 23:04:58,2020-09-10 23:06:38,IP Address,75.51.24.31,100,99,True,2020-09-10 23:06:38,R_12tBaU9OcNpKpmo,,,,,26.0977935791015625,-80.178497314453125,anonymous,EN,19,Female,,,,,Detractor,3,1,12,No,,,,,,,over-the-ear,Agree,Neither Agree nor Disagree,Agree,NOVS1210,121843,,,,
2020-09-10 23:18:19,2020-09-10 23:20:30,IP Address,96.242.130.42,100,130,True,2020-09-10 23:20:30,R_sXnYQReFJZEyxqh,,,,,40.998199462890625,-74.16619873046875,anonymous,EN,19,Male,,,,,Passive,7,4-5,10-16,"Yes, I do alright",gutair,tried listening to notes that were outliers,,higher or lower notes,,,headphones,Strongly Agree,Strongly Agree,Agree,NOVS1211,122731,,Unknown,,Unknown
2020-09-11 00:16:59,2020-09-11 00:22:32,IP Address,76.219.152.82,100,333,True,2020-09-11 00:22:33,R_6JuIZeJdNuJl40V,,,,,39.971405029296875,-86.1295013427734375,anonymous,EN,19,Female,,,,,Passive,8,9+,10-19,"Yes, I am near professional",Violin,how many notes sound different or the differences of note spacing,,minor major,,,"speakers, studio monitor",Strongly Agree,Strongly Agree,Agree,NOVS0805,122122,,Unknown,,Unknown
2020-09-11 00:22:45,2020-09-11 00:24:57,IP Address,216.165.95.167,100,131,True,2020-09-11 00:24:57,R_dhtoAJ9nItsmHQZ,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,,,,,Detractor,5,1,17,"Yes, but not so well",Guitar,"no general strategy ",,yes,,,"in-ear apple airpods pro ",Strongly Agree,Strongly Disagree,Agree,NOVS1611,121822,,Unknown,,Unknown
2020-09-11 11:24:44,2020-09-11 11:27:50,IP Address,27.147.243.42,100,185,True,2020-09-11 11:27:50,R_1FDt4Q1Oia0jNYK,,,,,22.3455047607421875,91.834197998046875,anonymous,EN,19,Female,,,,,Detractor,0,0,,No,,I didn't use a strategy,,,,,I used the typical ear phones with wires,Strongly Agree,Neither Agree nor Disagree,Agree,NOVS0813,123289,,,,Unknown
2020-09-11 11:36:19,2020-09-11 11:40:02,IP Address,216.165.95.150,100,222,True,2020-09-11 11:40:02,R_2tMxU5uMALJg2k4,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,,,,,Passive,8,9+,8-17,"Yes, I do alright","Clarinet, oboe",Attempting to layer the song playing with the original in my head,,Different notes played,,,Over-the-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,NOVS1213,122983,,Unknown,,Unknown
2020-09-11 12:59:37,2020-09-11 13:01:57,IP Address,216.165.99.18,100,140,True,2020-09-11 13:01:58,R_O11t8yTJCWkWPHb,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,,,,,Detractor,2,0,,"Yes, I do alright",Guzheng,,,no,,,airpods,Strongly Agree,Neither Agree nor Disagree,Agree,NOVS0814,123019,,Unknown,,
2020-09-11 14:19:05,2020-09-11 14:20:27,IP Address,107.12.58.200,100,81,True,2020-09-11 14:20:27,R_b746lSq1APdAmpX,,,,,34.22430419921875,-77.8849029541015625,anonymous,EN,24,Male,,,,,Detractor,4,2-3,10-12,No,n/a,following notes with hands or patterns,,yes,,,headphones,Strongly Agree,Agree,Agree,NOVS0815,123433,,Unknown,,Unknown
2020-09-11 14:35:45,2020-09-11 14:39:48,IP Address,74.68.110.211,100,242,True,2020-09-11 14:39:49,R_2Tty7FbznbfFz5P,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,18,Female,,,,,Passive,7,4-5,14-18,"Yes, I do alright",piano,I tried to compare the middle notes of the melodies because the first and last few notes were always the same.,,Whether the note was high or low,,,Apple Airpods,Strongly Agree,Strongly Agree,Agree,NOVS1215,122194,,Unknown,,Unknown
2020-09-11 17:08:10,2020-09-11 17:12:56,IP Address,216.165.95.159,100,285,True,2020-09-11 17:12:56,R_2qz354HGcLbJpUF,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,,,,,Promoter,9,9+,4-19,"Yes, but not so well","french horn ","I listened for differences in notes as well as whether it changed keys or whether it was a minor or major chord ",,yes mainly if there was a minor chord switch in the major melody or whether something went flat or sharp,,,"in ear airpods ",Strongly Agree,Disagree,Agree,NOVS1208,122656,,Unknown,,Unknown
2020-09-11 17:21:21,2020-09-11 17:24:53,IP Address,68.173.228.48,100,212,True,2020-09-11 17:24:54,R_1OrhsYZN87YqjIy,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,21,Female,,,,,Passive,7,9+,6-18,"Yes, I do alright",Piano,tried to detect the melody with the most notes that stood out/did not appear in the test melody,,No,,,over-the-ear,Strongly Agree,Neither Agree nor Disagree,Agree,NOVS1616,40077,,Unknown,,Unknown
2020-09-11 17:38:07,2020-09-11 17:41:25,IP Address,98.7.237.198,100,198,True,2020-09-11 17:41:26,R_2rwuKk9TwyWCGfo,,,,,40.7156982421875,-74,anonymous,EN,20,Female,,,,,Detractor,5,4-5,"8-10, 13-15",No,None currently (piano and violin as from 8-10),"trying to hum the test melody over the options for differences ",,an additional note felt more different to me than if a note sounded like it had gone flat,,,airpods second generation,Strongly Agree,Agree,Agree,NOVS0817,39514,,Unknown,,Unknown
