,subject,set,understood task,response,button_bias_Z,rt set,rt shifted,rt swapped,rt neither,rt shifted-swapped,rt shifted:swapped,length,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
126,S1C1604,chromatic,True,ABBBBAABBABBABBAABAAABAABBBBAABBAABABABAAABABBBAABABAAAAABBAABAABBAABBABBBABAAABABAABBBBAAABBBABABABBBAAABABBABABBABAABA,1.4667693852063217,1590.3999999761581,1569.5999999642372,1611.199999988079,0.0,-41.60000002384186,0.9741807348410193,16.0,31,29,0.0,33,27,0.0,60,60,0.0,120.0,60.0,60.0,60.0,0.5166666666666667,0.48333333333333334,0.0,0.55,0.45,0.0,0.5,0.5,0.0,0.5166666666666667,0.48333333333333334,0.03333333333333338,0.03333333333333338,65,18.0,No,in ear headphones,8-12,English,,SONA for course credit,,No,Female,,6,4,"Yes, but not so well","guitar, piano",Agree,Agree,trying to hum along,2021-09-05 19:30:44,41424
127,S1C1604,diatonic,True,ABBBBAABBABBABBAABAAABAABBBBAABBAABABABAAABABBBAABABAAAAABBAABAABBAABBABBBABAAABABAABBBBAAABBBABABABBBAAABABBABABBABAABA,1.4667693852063217,1460.199999988079,1368.5,1947.0,0.0,-578.5,0.7028762198253724,16.0,43,17,0.0,27,33,0.0,60,60,0.0,120.0,60.0,60.0,60.0,0.7166666666666667,0.2833333333333333,0.0,0.45,0.55,0.0,0.5,0.5,0.0,0.7166666666666667,0.2833333333333333,0.43333333333333335,0.43333333333333335,65,18.0,No,in ear headphones,8-12,English,,SONA for course credit,,No,Female,,6,4,"Yes, but not so well","guitar, piano",Agree,Agree,trying to hum along,2021-09-05 19:30:44,41424
128,S1C1605,chromatic,True,AABABBABBBBBBABAABABBBABBABABABABBBBBABBAABABBBAABBBBBBAABABBABABBABBABBBBABABABBBAABAABBBBAAABABBABBABBBAA,1.936831664762371,1942.3999999985099,1694.050000011921,2004.9500000029802,3401.5500000044703,-310.8999999910593,0.8449337888772303,16.0,26,26,8.0,15,37,8.0,41,66,13.0,120.0,60.0,60.0,52.0,0.43333333333333335,0.43333333333333335,0.13333333333333333,0.25,0.6166666666666667,0.13333333333333333,0.3416666666666667,0.55,0.10833333333333334,0.5,0.5,0.0,0.0,66,22.0,Yes,"in-ear, JBL LIVE 300TWS",6-12,Other (please specify below):,the number of especially high or especially low notes in the melody,SONA for course credit,Polish,Yes,Female,Not every melody had extra high or low notes so I would sometimes click as I felt was right at that moment. ,6,6,"Yes, but not so well",piano,Strongly Agree,Agree,I would try to listen for off-notes ,2021-09-09 04:22:52,41406
129,S1C1605,diatonic,True,AABABBABBBBBBABAABABBBABBABABABABBBBBABBAABABBBAABBBBBBAABABBABABBABBABBBBABABABBBAABAABBBBAAABABBABBABBBAA,1.936831664762371,2062.4000000059605,1902.5000000074506,1884.7999999970198,3106.7000000029802,17.700000010430813,1.0093909168136985,16.0,34,21,5.0,26,29,5.0,41,66,13.0,120.0,60.0,60.0,55.0,0.5666666666666667,0.35,0.08333333333333333,0.43333333333333335,0.48333333333333334,0.08333333333333333,0.3416666666666667,0.55,0.10833333333333334,0.6181818181818182,0.38181818181818183,0.21666666666666667,0.23636363636363633,66,22.0,Yes,"in-ear, JBL LIVE 300TWS",6-12,Other (please specify below):,the number of especially high or especially low notes in the melody,SONA for course credit,Polish,Yes,Female,Not every melody had extra high or low notes so I would sometimes click as I felt was right at that moment. ,6,6,"Yes, but not so well",piano,Strongly Agree,Agree,I would try to listen for off-notes ,2021-09-09 04:22:52,41406
130,S1C1608,chromatic,True,ABBBBBBBAAAABABBBBBBBABABBBBBBBBABBABBBBBABABBAABBBA,-0.4612950611030303,1672.75,1680.75,1408.5,1853.8499999996275,272.25,1.1932907348242812,16.0,16,12,32.0,9,19,32.0,15,37,68.0,120.0,60.0,60.0,28.0,0.26666666666666666,0.2,0.5333333333333333,0.15,0.31666666666666665,0.5333333333333333,0.125,0.30833333333333335,0.5666666666666667,0.5714285714285714,0.42857142857142855,0.06666666666666665,0.14285714285714285,67,17.0,No,In-ear earbuds,16,English,I could tell when a note sounded off in a particular section in the melody compared to the original one.,SONA for course credit,,Yes,Female,,5,1,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-11 19:17:22,41395
131,S1C1608,diatonic,True,ABBBBBBBAAAABABBBBBBBABABBBBBBBBABBABBBBBABABBAABBBA,-0.4612950611030303,1627.5499999998137,1493.6499999994412,1602.1000000005588,1660.2000000001863,-108.45000000111759,0.9323075962792087,16.0,18,6,36.0,6,18,36.0,15,37,68.0,120.0,60.0,60.0,24.0,0.3,0.1,0.6,0.1,0.3,0.6,0.125,0.30833333333333335,0.5666666666666667,0.75,0.25,0.19999999999999998,0.5,67,17.0,No,In-ear earbuds,16,English,I could tell when a note sounded off in a particular section in the melody compared to the original one.,SONA for course credit,,Yes,Female,,5,1,No,,Strongly Agree,Neither Agree nor Disagree,,2021-09-11 19:17:22,41395
132,S1C1609,chromatic,True,BAABBABBBBABABABBBBABABBBAAAAABAABAABBABBBBABABABABABBBBBBAABABBABBA,1.5289056928836973,1277.3400000296533,1457.3349999263883,1196.7050000093877,1304.065000033006,260.62999991700053,1.217789680760886,16.0,11,20,29.0,13,18,29.0,28,40,52.0,120.0,60.0,60.0,31.0,0.18333333333333332,0.3333333333333333,0.48333333333333334,0.21666666666666667,0.3,0.48333333333333334,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.3548387096774194,0.6451612903225806,-0.15,-0.29032258064516125,68,21.0,Yes,in ear headphones ,10 -1 6,English,based discrimination on the pattern of lower tones and tried to just remember those instead of trying to remember every single tone,SONA for course credit,,Yes,Female,"started off trying to remember every single tone, but then switched about 1/2 way through to focus just on the lower tones ",2,6,No,,Strongly Agree,Agree,listened to the pattern of lower notes and tried to remember that ,2021-09-15 11:58:07,36250
133,S1C1609,diatonic,True,BAABBABBBBABABABBBBABABBBAAAAABAABAABBABBBBABABABABABBBBBBAABABBABBA,1.5289056928836973,1172.842500032857,1092.8949998924509,1172.802499961108,1377.4800000246614,-79.9075000686571,0.9318661922435304,16.0,27,10,23.0,15,22,23.0,28,40,52.0,120.0,60.0,60.0,37.0,0.45,0.16666666666666666,0.38333333333333336,0.25,0.36666666666666664,0.38333333333333336,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.7297297297297297,0.2702702702702703,0.2833333333333333,0.45945945945945943,68,21.0,Yes,in ear headphones ,10 -1 6,English,based discrimination on the pattern of lower tones and tried to just remember those instead of trying to remember every single tone,SONA for course credit,,Yes,Female,"started off trying to remember every single tone, but then switched about 1/2 way through to focus just on the lower tones ",2,6,No,,Strongly Agree,Agree,listened to the pattern of lower notes and tried to remember that ,2021-09-15 11:58:07,36250
134,S1C1610,chromatic,True,BAABABBABABABBABBABBBABBBBBBABBBAABBBBABBBBBBBABBBBA,1.2520865944225101,1839.0499999998137,1540.0999999996275,1803.2000000001863,1946.5500000002794,-263.1000000005588,0.8540927240458454,16.0,17,17,26.0,10,24,26.0,15,37,68.0,120.0,60.0,60.0,34.0,0.2833333333333333,0.2833333333333333,0.43333333333333335,0.16666666666666666,0.4,0.43333333333333335,0.125,0.30833333333333335,0.5666666666666667,0.5,0.5,0.0,0.0,69,18.0,No,over-the-ear,,Chinese (Mandarin),,SONA for course credit,,No,Female,,0,4,No,,Agree,Strongly Agree,No strategy,2021-09-15 14:31:13,41856
135,S1C1610,diatonic,True,BAABABBABABABBABBABBBABBBBBBABBBAABBBBABBBBBBBABBBBA,1.2520865944225101,1666.6000000000931,1249.2000000001863,986.5999999996275,1819.9499999997206,262.6000000005588,1.2661666328812669,16.0,11,7,42.0,5,13,42.0,15,37,68.0,120.0,60.0,60.0,18.0,0.18333333333333332,0.11666666666666667,0.7,0.08333333333333333,0.21666666666666667,0.7,0.125,0.30833333333333335,0.5666666666666667,0.6111111111111112,0.3888888888888889,0.06666666666666665,0.22222222222222227,69,18.0,No,over-the-ear,,Chinese (Mandarin),,SONA for course credit,,No,Female,,0,4,No,,Agree,Strongly Agree,No strategy,2021-09-15 14:31:13,41856
136,S1C1611,chromatic,True,ABABBBBBAAABBABABBBAAABBBAABBABBBBBBAABBBBBBBABBBBBBAAABABBAAABBBBBBABBBAABABABBBABAABABAABBBABBAABBBAABAB,-0.16860207969779034,1568.2000000476837,1445.0,1478.4499999284744,4551.450000047684,-33.449999928474426,0.9773749535458807,16.0,26,30,4.0,21,35,4.0,40,66,14.0,120.0,60.0,60.0,56.0,0.43333333333333335,0.5,0.06666666666666667,0.35,0.5833333333333334,0.06666666666666667,0.3333333333333333,0.55,0.11666666666666667,0.4642857142857143,0.5357142857142857,-0.06666666666666665,-0.0714285714285714,70,19.0,Yes,in-ear headphone (airpod pro),around 14 years old,Chinese (Mandarin),some of them are longer and some have higher pitch,SONA for course credit,,Yes,Female,"at the begging I tried to draw geometrical shapes that corresponded to the melody in my head, but later on I think the strategy does not work for all of them. This is when I started to draw waves.",6,1,"Yes, but not so well",violin,Strongly Agree,Agree,"imagining a wave inside my mind and when listen to the two options, see if they match with each other",2021-09-15 15:22:27,41562
137,S1C1611,diatonic,True,ABABBBBBAAABBABABBBAAABBBAABBABBBBBBAABBBBBBBABBBBBBAAABABBAAABBBBBBABBBAABABABBBABAABABAABBBABBAABBBAABAB,-0.16860207969779034,1896.8999999761581,1684.9500000476837,1548.1499999761581,3259.0,136.80000007152557,1.0883635307131947,16.0,26,24,10.0,19,31,10.0,40,66,14.0,120.0,60.0,60.0,50.0,0.43333333333333335,0.4,0.16666666666666666,0.31666666666666665,0.5166666666666667,0.16666666666666666,0.3333333333333333,0.55,0.11666666666666667,0.52,0.48,0.033333333333333326,0.040000000000000036,70,19.0,Yes,in-ear headphone (airpod pro),around 14 years old,Chinese (Mandarin),some of them are longer and some have higher pitch,SONA for course credit,,Yes,Female,"at the begging I tried to draw geometrical shapes that corresponded to the melody in my head, but later on I think the strategy does not work for all of them. This is when I started to draw waves.",6,1,"Yes, but not so well",violin,Strongly Agree,Agree,"imagining a wave inside my mind and when listen to the two options, see if they match with each other",2021-09-15 15:22:27,41562
138,S1C1612,chromatic,True,BBABABBAABBBBABABABBBBABABBABBBBBABBABAAABABBABABABAABBBABBBBBBBBBBBABBAAABBAAAAAABABBAABBABBBBAAAABBBBBBBBABBBBBABBBBB,-0.07119551319902166,1841.3499999999767,1914.449999999837,1411.8999999999069,6174.300000000047,502.54999999993015,1.355938805864412,16.0,34,25,1.0,22,37,1.0,42,77,1.0,120.0,60.0,60.0,59.0,0.5666666666666667,0.4166666666666667,0.016666666666666666,0.36666666666666664,0.6166666666666667,0.016666666666666666,0.35,0.6416666666666667,0.008333333333333333,0.576271186440678,0.423728813559322,0.14999999999999997,0.15254237288135597,71,18.0,No,I used my airpod pros to listen to the task.,,English,,SONA for course credit,,No,Female,,0,0,No,,Agree,Disagree,,2021-09-15 15:00:28,41770
139,S1C1612,diatonic,True,BBABABBAABBBBABABABBBBABABBABBBBBABBABAAABABBABABABAABBBABBBBBBBBBBBABBAAABBAAAAAABABBAABBABBBBAAAABBBBBBBBABBBBBABBBBB,-0.07119551319902166,2504.1500000000233,2504.1500000000233,2318.100000000093,0.0,186.04999999993015,1.080259695440198,16.0,36,24,0.0,20,40,0.0,42,77,1.0,120.0,60.0,60.0,60.0,0.6,0.4,0.0,0.3333333333333333,0.6666666666666666,0.0,0.35,0.6416666666666667,0.008333333333333333,0.6,0.4,0.19999999999999996,0.19999999999999996,71,18.0,No,I used my airpod pros to listen to the task.,,English,,SONA for course credit,,No,Female,,0,0,No,,Agree,Disagree,,2021-09-15 15:00:28,41770
140,S1C1613,chromatic,True,AABABAABABAABBABAAABBABAAABABAAAAABBABABBAABBBAABABBAAAABABABBBABAAABBAAAAAAAAABBABABAAAABABABABBABBABABBBABABABAAABA,2.416383903897963,2324.399999976158,1480.6999999284744,4484.800000011921,3805.0,-3004.1000000834465,0.3301596503577726,16.0,35,24,1.0,32,27,1.0,67,50,3.0,120.0,60.0,60.0,59.0,0.5833333333333334,0.4,0.016666666666666666,0.5333333333333333,0.45,0.016666666666666666,0.5583333333333333,0.4166666666666667,0.025,0.5932203389830508,0.4067796610169492,0.18333333333333335,0.18644067796610164,72,18.0,No,Earphones; apple airpods 2nd gen,5-13,English,Some melodies were in major keys/minor keys. They had repeating notes,SONA for course credit,,Yes,Female,,4,8,"Yes, but not so well",Piano,Strongly Agree,Disagree,I thought of major/minor chords which may it easier to distinguish between the melodies. I also pictured my fingers on the keyboard.,2021-09-15 15:55:09,41884
141,S1C1613,diatonic,True,AABABAABABAABBABAAABBABAAABABAAAAABBABABBAABBBAABABBAAAABABABBBABAAABBAAAAAAAAABBABABAAAABABABABBABBABABBBABABABAAABA,2.416383903897963,1288.8999999761581,1172.1000000238419,1755.6999999284744,4111.849999964237,-583.5999999046326,0.6675969699103447,16.0,43,15,2.0,35,23,2.0,67,50,3.0,120.0,60.0,60.0,58.0,0.7166666666666667,0.25,0.03333333333333333,0.5833333333333334,0.38333333333333336,0.03333333333333333,0.5583333333333333,0.4166666666666667,0.025,0.7413793103448276,0.25862068965517243,0.4666666666666667,0.4827586206896552,72,18.0,No,Earphones; apple airpods 2nd gen,5-13,English,Some melodies were in major keys/minor keys. They had repeating notes,SONA for course credit,,Yes,Female,,4,8,"Yes, but not so well",Piano,Strongly Agree,Disagree,I thought of major/minor chords which may it easier to distinguish between the melodies. I also pictured my fingers on the keyboard.,2021-09-15 15:55:09,41884
142,S1C1614,chromatic,True,AAAAABBBABAABBBBBBBAAAAABBBAAAABBBBABBBBABBAABABAAAABBBBBABBAAAAABBABBBABAABAA,-2.046982282630674,1177.9999999701977,761.3999999761581,1012.6000000238419,1569.6500000059605,-251.20000004768372,0.751925735688555,16.0,17,13,30.0,14,16,30.0,38,40,42.0,120.0,60.0,60.0,30.0,0.2833333333333333,0.21666666666666667,0.5,0.23333333333333334,0.26666666666666666,0.5,0.31666666666666665,0.3333333333333333,0.35,0.5666666666666667,0.43333333333333335,0.06666666666666665,0.1333333333333333,73,18.0,No,"headphones, airpods",5-6,Other (please specify below):,,SONA for course credit,Vietnamese,No,Female,,7,3,"Yes, but not so well",Piano,Strongly Agree,Agree,"Flat notes, Majors/Minors",2021-09-15 15:55:40,41877
143,S1C1614,diatonic,True,AAAAABBBABAABBBBBBBAAAAABBBAAAABBBBABBBBABBAABABAAAABBBBBABBAAAAABBABBBABAABAA,-2.046982282630674,670.6499999761581,547.8999999761581,974.3000000119209,1478.4000000059605,-426.4000000357628,0.5623524581437487,16.0,43,5,12.0,24,24,12.0,38,40,42.0,120.0,60.0,60.0,48.0,0.7166666666666667,0.08333333333333333,0.2,0.4,0.4,0.2,0.31666666666666665,0.3333333333333333,0.35,0.8958333333333334,0.10416666666666667,0.6333333333333333,0.7916666666666667,73,18.0,No,"headphones, airpods",5-6,Other (please specify below):,,SONA for course credit,Vietnamese,No,Female,,7,3,"Yes, but not so well",Piano,Strongly Agree,Agree,"Flat notes, Majors/Minors",2021-09-15 15:55:40,41877
144,S1C1616,chromatic,True,BBAABBABBABABAAAABBAABABBABAAAABABBBABAAAABABBBAAABBABAAAABBBBAAABBABAAAABBABAABAAABBABBABAB,0.8835003817059851,670.0,696.1499999910593,696.9000000059605,588.0999999940395,-0.7500000149011612,0.9989238054026478,16.0,18,23,19.0,25,16,19.0,49,43,28.0,120.0,60.0,60.0,41.0,0.3,0.38333333333333336,0.31666666666666665,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.4083333333333333,0.35833333333333334,0.23333333333333334,0.43902439024390244,0.5609756097560976,-0.08333333333333337,-0.12195121951219517,74,19.0,No,Airpods,4-18,English,,SONA for course credit,,No,Female,,8,9+,"Yes, I do alright","Piano, viola, guitar",Strongly Agree,Agree,Noting patterns/repetitions and trying to mimick parts with my fingers like a piano (just on a table though not an actual piano),2021-09-16 11:52:04,41447
145,S1C1616,diatonic,True,BBAABBABBABABAAAABBAABABBABAAAABABBBABAAAABABBBAAABBABAAAABBBBAAABBABAAAABBABAABAAABBABBABAB,0.8835003817059851,464.75000001490116,421.69999998807907,461.7000000178814,1391.7000000178814,-40.00000002980232,0.9133636559925208,16.0,47,4,9.0,24,27,9.0,49,43,28.0,120.0,60.0,60.0,51.0,0.7833333333333333,0.06666666666666667,0.15,0.4,0.45,0.15,0.4083333333333333,0.35833333333333334,0.23333333333333334,0.9215686274509803,0.0784313725490196,0.7166666666666667,0.8431372549019607,74,19.0,No,Airpods,4-18,English,,SONA for course credit,,No,Female,,8,9+,"Yes, I do alright","Piano, viola, guitar",Strongly Agree,Agree,Noting patterns/repetitions and trying to mimick parts with my fingers like a piano (just on a table though not an actual piano),2021-09-16 11:52:04,41447
146,S1C1617,chromatic,True,ABBAAAABABABABBABBBBABABABABAABAABAABAABBABABABBABBAABABABBABABAABBABBABBBABAABBAABBABBAABABBBAABABA,3.6402860458698085,1180.6499999985099,1237.1500000059605,1168.3499999940395,993.7000000029802,68.80000001192093,1.058886463826997,16.0,22,28,10.0,25,25,10.0,48,52,20.0,120.0,60.0,60.0,50.0,0.36666666666666664,0.4666666666666667,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4,0.43333333333333335,0.16666666666666666,0.44,0.56,-0.10000000000000003,-0.12000000000000005,75,19.0,No,I used Apple headphones and put them in my ears.,,English,,SONA for course credit,,No,Female,,1,0,No,,Strongly Agree,Neither Agree nor Disagree,Counting the beats.,2021-09-16 12:30:34,41487
147,S1C1617,diatonic,True,ABBAAAABABABABBABBBBABABABABAABAABAABAABBABABABBABBAABABABBABABAABBABBABBBABAABBAABBABBAABABBBAABABA,3.6402860458698085,1103.0999999940395,983.75,1142.0999999940395,2034.0499999970198,-158.34999999403954,0.8613518956353508,16.0,32,18,10.0,23,27,10.0,48,52,20.0,120.0,60.0,60.0,50.0,0.5333333333333333,0.3,0.16666666666666666,0.38333333333333336,0.45,0.16666666666666666,0.4,0.43333333333333335,0.16666666666666666,0.64,0.36,0.23333333333333334,0.28,75,19.0,No,I used Apple headphones and put them in my ears.,,English,,SONA for course credit,,No,Female,,1,0,No,,Strongly Agree,Neither Agree nor Disagree,Counting the beats.,2021-09-16 12:30:34,41487
148,S1C1619,chromatic,True,BABBABBBBABABBABBBBBABBBABBBABBBABBBBBAABBBBBBBBBABBBABABBBBBBAABBABAAAAABBBBBBABBBBBBAAABBBBAAABBABBAAABBBBAAAAAAAABBB,-1.9886973774319152,2090.1499999910593,2208.2000000029802,1966.6499999910593,0.0,241.55000001192093,1.12282307477844,16.0,26,34,0.0,24,36,0.0,41,78,1.0,120.0,60.0,60.0,60.0,0.43333333333333335,0.5666666666666667,0.0,0.4,0.6,0.0,0.3416666666666667,0.65,0.008333333333333333,0.43333333333333335,0.5666666666666667,-0.1333333333333333,-0.1333333333333333,76,20.0,No,in ear,4-8,Chinese (Mandarin),,SONA for course credit,,No,Female,,2,4,"Yes, I do alright",piano,Strongly Agree,Agree,by sense,2021-09-16 15:15:07,41599
149,S1C1619,diatonic,True,BABBABBBBABABBABBBBBABBBABBBABBBABBBBBAABBBBBBBBBABBBABABBBBBBAABBABAAAAABBBBBBABBBBBBAAABBBBAAABBABBAAABBBBAAAAAAAABBB,-1.9886973774319152,2216.4000000059605,1674.0,3976.4000000059605,4441.800000011921,-2302.4000000059605,0.42098380444560174,16.0,36,23,1.0,17,42,1.0,41,78,1.0,120.0,60.0,60.0,59.0,0.6,0.38333333333333336,0.016666666666666666,0.2833333333333333,0.7,0.016666666666666666,0.3416666666666667,0.65,0.008333333333333333,0.6101694915254238,0.3898305084745763,0.21666666666666662,0.22033898305084748,76,20.0,No,in ear,4-8,Chinese (Mandarin),,SONA for course credit,,No,Female,,2,4,"Yes, I do alright",piano,Strongly Agree,Agree,by sense,2021-09-16 15:15:07,41599
150,S1C1622,chromatic,True,BAABBBBABBBAAABAABBABABBBABABBBBBAABBABABBBABABABBBBBABBBAABABBBBBBBBAABBABBBBBBBABBBAABBBB,0.603915034021336,2089.600000023842,1668.7000000476837,2452.600000023842,2274.899999976158,-783.8999999761581,0.6803800049055949,16.0,25,26,9.0,16,35,9.0,29,62,29.0,120.0,60.0,60.0,51.0,0.4166666666666667,0.43333333333333335,0.15,0.26666666666666666,0.5833333333333334,0.15,0.24166666666666667,0.5166666666666667,0.24166666666666667,0.49019607843137253,0.5098039215686274,-0.016666666666666663,-0.019607843137254888,77,20.0,No,speaker,8 - 9,Chinese (Mandarin),,SONA for course credit,,No,Female,,1,1,No,,Strongly Agree,Disagree,none,2021-09-17 01:53:48,41813
151,S1C1622,diatonic,True,BAABBBBABBBAAABAABBABABBBABABBBBBAABBABABBBABABABBBBBABBBAABABBBBBBBBAABBABBBBBBBABBBAABBBB,0.603915034021336,2398.2500000596046,1337.5,1789.2999999523163,4816.400000035763,-451.7999999523163,0.7474990219838169,16.0,21,19,20.0,13,27,20.0,29,62,29.0,120.0,60.0,60.0,40.0,0.35,0.31666666666666665,0.3333333333333333,0.21666666666666667,0.45,0.3333333333333333,0.24166666666666667,0.5166666666666667,0.24166666666666667,0.525,0.475,0.033333333333333326,0.050000000000000044,77,20.0,No,speaker,8 - 9,Chinese (Mandarin),,SONA for course credit,,No,Female,,1,1,No,,Strongly Agree,Disagree,none,2021-09-17 01:53:48,41813
152,S1C1623,chromatic,True,BBABBABBABBBBABBAABABAABBBBBABABBBABABAABBBBAABBABABAAABBBBBBBABABABBBAAAAABAABAABBBA,0.8615760695217068,2505.249999985099,2018.9000000059605,2537.199999988079,3772.300000011921,-518.2999999821186,0.7957196910040384,16.0,18,21,21.0,15,24,21.0,35,50,35.0,120.0,60.0,60.0,39.0,0.3,0.35,0.35,0.25,0.4,0.35,0.2916666666666667,0.4166666666666667,0.2916666666666667,0.46153846153846156,0.5384615384615384,-0.04999999999999999,-0.07692307692307687,78,17.0,Yes,Headphones; in-ear; Airpods,,English,"For some of the trials, I noticed minor differences such as a note change (ex: higher or different pitches) or a longer melody/extra notes in the comparison melodies. ",SONA for course credit,,Yes,Female,"In some trials, all of the melodies sounded very similar so I had a difficult time figuring out which of the comparison melodies was more different than the test melody. As a result, I indicated that I could not hear a difference between them by pressing ""g."" ",3,0,No,,Strongly Agree,Disagree,The strategy I used to judge the similarity was carefully listening to the melodies and then noting even the slightest change.,2021-09-19 01:26:02,41829
153,S1C1623,diatonic,True,BBABBABBABBBBABBAABABAABBBBBABABBBABABAABBBBAABBABABAAABBBBBBBABABABBBAAAAABAABAABBBA,0.8615760695217068,2167.999999985099,1751.6500000059605,5120.0,2807.4500000029802,-3368.3499999940395,0.34211914062616416,16.0,36,10,14.0,20,26,14.0,35,50,35.0,120.0,60.0,60.0,46.0,0.6,0.16666666666666666,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.23333333333333334,0.2916666666666667,0.4166666666666667,0.2916666666666667,0.782608695652174,0.21739130434782608,0.43333333333333335,0.5652173913043479,78,17.0,Yes,Headphones; in-ear; Airpods,,English,"For some of the trials, I noticed minor differences such as a note change (ex: higher or different pitches) or a longer melody/extra notes in the comparison melodies. ",SONA for course credit,,Yes,Female,"In some trials, all of the melodies sounded very similar so I had a difficult time figuring out which of the comparison melodies was more different than the test melody. As a result, I indicated that I could not hear a difference between them by pressing ""g."" ",3,0,No,,Strongly Agree,Disagree,The strategy I used to judge the similarity was carefully listening to the melodies and then noting even the slightest change.,2021-09-19 01:26:02,41829
154,S1C1624,chromatic,True,BABABBABBAABABABBAABBABAABBABBABBABABABBBABAAABBBABABAABBABAAAAABBBBBBAAABBABAABBBABAABAABAAABBBABB,1.7763210433795884,1601.5500000002794,1336.5,1567.7999999998137,1874.5500000000466,-231.29999999981374,0.852468427095394,16.0,21,25,14.0,19,27,14.0,46,53,21.0,120.0,60.0,60.0,46.0,0.35,0.4166666666666667,0.23333333333333334,0.31666666666666665,0.45,0.23333333333333334,0.38333333333333336,0.44166666666666665,0.175,0.45652173913043476,0.5434782608695652,-0.06666666666666671,-0.08695652173913043,79,19.0,No,"Yes, I used earphones (in-ear). Particularly, I used AirPods. ",7-14,Spanish,,SONA for course credit,,No,Female,,6,8,"Yes, I do alright",Drums and the recorder. ,Strongly Agree,Neither Agree nor Disagree,Look out for any changes in tone. ,2021-09-17 11:54:58,41787
155,S1C1624,diatonic,True,BABABBABBAABABABBAABBABAABBABBABBABABABBBABAAABBBABABAABBABAAAAABBBBBBAAABBABAABBBABAABAABAAABBBABB,1.7763210433795884,1099.2499999997672,708.5500000002794,2153.2999999998137,1642.8000000002794,-1444.7499999995343,0.32905308131720645,16.0,46,7,7.0,27,26,7.0,46,53,21.0,120.0,60.0,60.0,53.0,0.7666666666666667,0.11666666666666667,0.11666666666666667,0.45,0.43333333333333335,0.11666666666666667,0.38333333333333336,0.44166666666666665,0.175,0.8679245283018868,0.1320754716981132,0.65,0.7358490566037736,79,19.0,No,"Yes, I used earphones (in-ear). Particularly, I used AirPods. ",7-14,Spanish,,SONA for course credit,,No,Female,,6,8,"Yes, I do alright",Drums and the recorder. ,Strongly Agree,Neither Agree nor Disagree,Look out for any changes in tone. ,2021-09-17 11:54:58,41787
156,S1C1627,chromatic,True,ABBABAABABABABABBABAABBAABABAAAABAAABABABAABABBAAABAAAAABAABABABABABABBABAABBABBBBAAABBABABBABABAABBBABABABABABBABABBBAB,4.233929294256125,1729.1000000238419,1729.1000000238419,1875.199999988079,0.0,-146.0999999642372,0.9220883105987809,16.0,40,20,0.0,30,30,0.0,62,58,0.0,120.0,60.0,60.0,60.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.5166666666666667,0.48333333333333334,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,80,18.0,No,in ear headphones,10-12,English,,SONA for course credit,,No,Female,,8,3,"Yes, but not so well",flute,Strongly Agree,Disagree,,2021-09-17 16:21:33,41740
157,S1C1627,diatonic,True,ABBABAABABABABABBABAABBAABABAAAABAAABABABAABABBAAABAAAAABAABABABABABABBABAABBABBBBAAABBABABBABABAABBBABABABABABBABABBBAB,4.233929294256125,1928.9999999403954,1928.9999999403954,1888.8999999165535,0.0,40.10000002384186,1.0212292869001076,16.0,30,30,0.0,32,28,0.0,62,58,0.0,120.0,60.0,60.0,60.0,0.5,0.5,0.0,0.5333333333333333,0.4666666666666667,0.0,0.5166666666666667,0.48333333333333334,0.0,0.5,0.5,0.0,0.0,80,18.0,No,in ear headphones,10-12,English,,SONA for course credit,,No,Female,,8,3,"Yes, but not so well",flute,Strongly Agree,Disagree,,2021-09-17 16:21:33,41740
