,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
47,47,266,The audio clip was melodic.,53,likert,html-keyboard-response,146,322801,0.0-146.0,0 3 4 7 8,0,"[0, 1, 5, 8, 9]",3,0 1 0 5 12 9 5 1 8 9 5 9,151,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
48,48,13813,Some notes felt more important than others.,52,likert,html-keyboard-response,151,342705,0.0-151.0,0 2 3 7 8,0,"[0, 4, 5, 9, 11]",2,12 11 9 5 12 4 9 0 4 12 5 12,161,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
49,49,2295,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,153,346004,0.0-153.0,0 2 3 7 8,0,"[0, 4, 5, 9, 11]",2,12 11 9 5 12 4 9 0 4 12 5 12,161,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
50,50,649,The audio clip was melodic.,52,likert,html-keyboard-response,155,347658,0.0-155.0,0 2 3 7 8,0,"[0, 4, 5, 9, 11]",2,12 11 9 5 12 4 9 0 4 12 5 12,161,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
51,51,5129,Some notes felt more important than others.,52,likert,html-keyboard-response,160,359075,0.0-160.0,0 2 5 6 9,2,"[0, 3, 5, 8, 9]",4,7 5 10 11 5 10 14 2 5 14 2 10,171,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
52,52,1144,The melody as a whole or parts of it felt familiar.,50,likert,html-keyboard-response,162,361221,0.0-162.0,0 2 5 6 9,2,"[0, 3, 5, 8, 9]",4,7 5 10 11 5 10 14 2 5 14 2 10,171,somewhat disagree,2,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
53,53,477,The audio clip was melodic.,51,likert,html-keyboard-response,164,362701,0.0-164.0,0 2 5 6 9,2,"[0, 3, 5, 8, 9]",4,7 5 10 11 5 10 14 2 5 14 2 10,171,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
54,54,15495,Some notes felt more important than others.,51,likert,html-keyboard-response,169,384447,0.0-169.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,11 12 11 4 12 3 4 11 12 1 4 3,181,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
55,55,10352,The melody as a whole or parts of it felt familiar.,49,likert,html-keyboard-response,171,395802,0.0-171.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,11 12 11 4 12 3 4 11 12 1 4 3,181,disagree,1,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
56,56,2521,The audio clip was melodic.,50,likert,html-keyboard-response,173,399325,0.0-173.0,0 1 2 4 5,0,"[0, 1, 3, 4, 11]",1,11 12 11 4 12 3 4 11 12 1 4 3,181,somewhat disagree,2,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
57,57,495,Some notes felt more important than others.,53,likert,html-keyboard-response,178,406987,0.0-178.0,0 4 5 6 7,2,"[0, 5, 9, 10, 11]",4,2 7 14 7 13 11 7 2 11 14 7 14,191,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
58,58,938,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,180,408929,0.0-180.0,0 4 5 6 7,2,"[0, 5, 9, 10, 11]",4,2 7 14 7 13 11 7 2 11 14 7 14,191,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
59,59,254,The audio clip was melodic.,53,likert,html-keyboard-response,182,410188,0.0-182.0,0 4 5 6 7,2,"[0, 5, 9, 10, 11]",4,2 7 14 7 13 11 7 2 11 14 7 14,191,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
60,60,238,Some notes felt more important than others.,53,likert,html-keyboard-response,187,416865,0.0-187.0,0 1 4 7 8,3,"[0, 3, 6, 7, 11]",1,14 10 9 14 10 15 14 9 10 14 10 3,201,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
61,61,442,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,189,418311,0.0-189.0,0 1 4 7 8,3,"[0, 3, 6, 7, 11]",1,14 10 9 14 10 15 14 9 10 14 10 3,201,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
62,62,356,The audio clip was melodic.,52,likert,html-keyboard-response,191,419671,0.0-191.0,0 1 4 7 8,3,"[0, 3, 6, 7, 11]",1,14 10 9 14 10 15 14 9 10 14 10 3,201,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
63,63,275,Some notes felt more important than others.,50,likert,html-keyboard-response,196,426195,0.0-196.0,0 1 2 4 8,3,"[0, 2, 6, 10, 11]",2,3 9 15 13 15 14 3 15 13 9 14 9,211,somewhat disagree,2,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
64,64,3567,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,198,430765,0.0-198.0,0 1 2 4 8,3,"[0, 2, 6, 10, 11]",2,3 9 15 13 15 14 3 15 13 9 14 9,211,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
65,65,1521,The audio clip was melodic.,53,likert,html-keyboard-response,200,433288,0.0-200.0,0 1 2 4 8,3,"[0, 2, 6, 10, 11]",2,3 9 15 13 15 14 3 15 13 9 14 9,211,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
66,66,1523,Some notes felt more important than others.,50,likert,html-keyboard-response,205,441980,0.0-205.0,0 2 3 5 7,2,"[0, 2, 3, 5, 7]",0,9 4 7 5 7 9 14 5 14 2 5 4,221,somewhat disagree,2,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
67,67,1445,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,207,444427,0.0-207.0,0 2 3 5 7,2,"[0, 2, 3, 5, 7]",0,9 4 7 5 7 9 14 5 14 2 5 4,221,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
68,68,265,The audio clip was melodic.,53,likert,html-keyboard-response,209,445697,0.0-209.0,0 2 3 5 7,2,"[0, 2, 3, 5, 7]",0,9 4 7 5 7 9 14 5 14 2 5 4,221,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
69,69,1674,Some notes felt more important than others.,53,likert,html-keyboard-response,214,454049,0.0-214.0,0 3 4 5 7,2,"[0, 5, 8, 9, 10]",4,14 11 12 14 12 14 7 2 7 2 11 14,231,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
70,70,2004,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,216,457054,0.0-216.0,0 3 4 5 7,2,"[0, 5, 8, 9, 10]",4,14 11 12 14 12 14 7 2 7 2 11 14,231,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
71,71,261,The audio clip was melodic.,53,likert,html-keyboard-response,218,458318,0.0-218.0,0 3 4 5 7,2,"[0, 5, 8, 9, 10]",4,14 11 12 14 12 14 7 2 7 2 11 14,231,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
72,72,5373,Some notes felt more important than others.,51,likert,html-keyboard-response,223,481681,0.0-223.0,0 1 4 7 8,2,"[0, 3, 6, 7, 11]",1,13 14 8 13 14 5 8 14 13 2 14 2,241,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
73,73,3310,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,225,485993,0.0-225.0,0 1 4 7 8,2,"[0, 3, 6, 7, 11]",1,13 14 8 13 14 5 8 14 13 2 14 2,241,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
74,74,187,The audio clip was melodic.,52,likert,html-keyboard-response,227,487183,0.0-227.0,0 1 4 7 8,2,"[0, 3, 6, 7, 11]",1,13 14 8 13 14 5 8 14 13 2 14 2,241,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,probe doesn't include all set's notes.,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
75,75,8888,Some notes felt more important than others.,52,likert,html-keyboard-response,232,503505,0.0-232.0,0 2 5 6 8,-2,"[0, 3, 4, 6, 10]",1,4 10 4 -2 2 4 -2 1 4 8 2 1,251,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
76,76,2297,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,234,506806,0.0-234.0,0 2 5 6 8,-2,"[0, 3, 4, 6, 10]",1,4 10 4 -2 2 4 -2 1 4 8 2 1,251,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
77,77,524,The audio clip was melodic.,53,likert,html-keyboard-response,236,508335,0.0-236.0,0 2 5 6 8,-2,"[0, 3, 4, 6, 10]",1,4 10 4 -2 2 4 -2 1 4 8 2 1,251,agree,5,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
78,78,5335,Some notes felt more important than others.,51,likert,html-keyboard-response,241,519933,0.0-241.0,0 1 4 6 8,-1,"[0, 2, 6, 7, 10]",3,6 9 11 5 -1 6 5 1 9 11 -1 1,261,neutral,3,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
79,79,4427,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,243,525365,0.0-243.0,0 1 4 6 8,-1,"[0, 2, 6, 7, 10]",3,6 9 11 5 -1 6 5 1 9 11 -1 1,261,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
80,80,238,The audio clip was melodic.,52,likert,html-keyboard-response,245,526604,0.0-245.0,0 1 4 6 8,-1,"[0, 2, 6, 7, 10]",3,6 9 11 5 -1 6 5 1 9 11 -1 1,261,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
81,81,3873,Some notes felt more important than others.,52,likert,html-keyboard-response,250,536714,0.0-250.0,0 3 4 5 6,-3,"[0, 1, 2, 8, 11]",2,5 -1 -2 -1 -3 -1 8 5 -3 8 -3 -2,271,somewhat agree,4,SSSQ0003,38374,1,2020-11-22 07:57:52.492000+00:00,,2,19,in-ear earphones,9-12,Other (please specify below):,SONA for course credit,Chinese,Female,2-3,Not sure,"none, intuition",if certain notes repeat for many times,5.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,if the musical notes fit well together,2020-11-22 05:28:32,38374,True
